sentiment,text,user
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","MarcoHH15"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","steffenlaudi"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","Michel46500490"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","Loik_V"
"positive","🎥Famous Ukrainian 🇺🇦 travel blogger Anton Ptushkin @ptuxerman filmed a movie about the current situation in #Kyiv.… https://t.co/K78D1t5ZjK","SaveUkraineSave"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","EnigmaVon"
"neutral","#2Abril Van 37 días de invasión rusa en #Ucrania, 37 días de guerra, destrucción, dolor, desplazados, muerte, y tod… https://t.co/7BWHG5Y7jI","PioVona"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","5r0n6W1tchu"
"neutral","@Seoyeyon #stopthewar #peace https://t.co/4NvWH9MkAs","chngmin"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","FredPrevost2"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","wbdwyer13"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","CoopersKingdom"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","Latzinger"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","AndereggHugo1"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","IvanaScharf"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","USpitzl"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","MrDrageno"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","mhwl70"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","DChevDesign"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","EH_Onizuka"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","Dennio_Kaao"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","QuyenLucDen"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","carnationberlin"
"neutral","#Ukraine-Flaggen hier an der Polizeistation von #Lagos…FIM A GUERRA…#StopPutinNOW #StopTheWar https://t.co/G3GUo9E8c9","Nordstaedter"
"neutral","#animalrights #stopthewar #fuckthewar 👊 #djurensrättigheter #stoppakriget #fanakriget #AnimalCrossingNewHorizions… https://t.co/9bpu1e8l9C","HelenaBenOthman"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","OlenaKryzh156"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","falk_bender"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","Reader76371061"
"neutral","#2Abril Van 37 días de invasión rusa en #Ucrania, 37 días de guerra, destrucción, dolor, desplazados, muerte, y tod… https://t.co/SfOBgydyh3","PioVona"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","geronimo1899"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","GarbaciakMichal"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","JanJger3"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","leonid_sirkis"
"negative","#Exclusive  See how Russia has broken a bridge in Sumy region, see people risking their lives on the bridge.… https://t.co/I1H0rcCTO8","sujitnewslive"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","MrHagiY0"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","Dave37879009"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","vernunftmann"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","danimac353"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","MattCollis1"
"neutral","#2Abril Van 37 días de invasión rusa en #Ucrania, 37 días de guerra, destrucción, dolor, desplazados, muerte, y tod… https://t.co/e2DcggQgpL","PioVona"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","McweeneySandra"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","VodkuZabil"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","CTowel42"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","Pedro_Du_arte"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","twrweb"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","KinoinfoNet"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","halynazahid"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","helle1902"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","fabi_eng18"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","cn_zlx"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","teleom1"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","Blubbidiblubbb1"
"neutral","RT @EPPGroup: We demand the European Commission to seal the system of EU funds. \n\nBusinesses affiliated with the Russian state cannot benef…","TarasNebeluk"
"neutral","RT @libera_annclm: La Carovana #StopTheWar - facciamo la pace dopo un lungo viaggio è arrivata a #Leopoli per la consegna degli aiuti umani…","giammari59"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","ahab_aha"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","Velo1984"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","jchhsbss"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","wadakashiho"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","MilewskiP"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","deinefreunde"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","IvanaBitto"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","BJung81"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","Jzsi18313051"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","Mill0789"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","itarmyforeurope"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","Mountaindream5"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","BodenseeChrista"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","KarenPatrycja"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","missysmarties"
